Gene ID	Gene Name	log2foldchange	p-value
ENSG00000198049	AVPR1B	-0.6	3.43E-07
ENSG00000198053	SIRPA	1.2	1.34E-08
ENSG00000198054	DSCR8	-0.3	5.51E-05
ENSG00000198055	GRK6	-0.1	0.120882969
ENSG00000198060	MARCHF5	0.2	0.000953888
ENSG00000198074	AKR1B10	0.9	0.057688242
ENSG00000198075	SULT1C4	0.1	0.210581238
ENSG00000198081	ZBTB14	0.1	0.135919734
ENSG00000198083	KRTAP9-9	-0.1	0.029001822
ENSG00000198087	CD2AP	0.4	0.005666554
ENSG00000198088	NUP62CL	0.5	0.000147083
ENSG00000198089	SFI1	-0.1	0.264263286
ENSG00000198090	KRTAP4-6	-0.4	5.04E-09
ENSG00000198099	ADH4	-0.2	0.112010774
ENSG00000198105	ZNF248	0.4	1.89E-05
ENSG00000198108	CHSY3	0.8	5.99E-08
ENSG00000198113	TOR4A	0.2	0.034668988
ENSG00000198121	LPAR1	0.3	0.019385671
ENSG00000198125	MB	-0.1	0.660794292
ENSG00000198130	HIBCH	-0.5	9.36E-07
ENSG00000198131	ZNF544	0.2	0.016015428
ENSG00000198133	TMEM229B	-0.2	0.013193654
ENSG00000198142	SOWAHC	0.7	2.37E-06
ENSG00000198146	ZNF770	0.2	0.024611005
ENSG00000198155	ZNF876P	-0.1	0.000591044
ENSG00000198157	HMGN5	-0.1	0.336043339
ENSG00000198160	MIER1	0.8	6.45E-07
ENSG00000198162	MAN1A2	-0.5	5.41E-07
ENSG00000198168	SVIP	-0.5	0.00015366
ENSG00000198169	ZNF251	0.4	1.39E-06
ENSG00000198171	DDRGK1	-0.1	0.242840012
ENSG00000198173	FAM47C	-0.3	4.35E-07
ENSG00000198176	TFDP1	0.6	2.57E-07
ENSG00000198178	CLEC4C	0	0.522564143
ENSG00000198182	ZNF607	0.1	0.014795598
ENSG00000198183	BPIFA1	-0.4	0.006770485
ENSG00000198185	ZNF334	0.2	0.032207754
ENSG00000198189	HSD17B11	0.3	0.061122235
ENSG00000198198	SZT2	0.1	0.329164144
ENSG00000198203	SULT1C2	0.9	0.00949543
ENSG00000198205	ZXDA	0	0.482297844
ENSG00000198208	RPS6KL1	-0.4	1.56E-05
ENSG00000198216	CACNA1E	-0.2	0.001087456
ENSG00000198218	QRICH1	0.1	0.007061474
ENSG00000198221	AFDN-DT	0.2	0.066435192
ENSG00000198223	CSF2RA	0.2	0.005642308
ENSG00000198231	DDX42	0.1	0.075599235
ENSG00000198246	SLC29A3	0.1	0.363311159
ENSG00000198252	STYX	0.3	0.008865558
ENSG00000198258	UBL5	0.4	1.17E-07
ENSG00000198265	HELZ	0.3	0.000357077
ENSG00000198270	TMEM116	-0.3	0.007851767
ENSG00000198271	KRTAP4-5	-0.3	7.72E-06
ENSG00000198276	UCKL1	0.2	0.00207119
ENSG00000198284	NUP210P1	-0.5	7.21E-08
ENSG00000198286	CARD11	0	0.589810939
ENSG00000198298	ZNF485	-0.1	0.079214288
ENSG00000198300	PEG3	0.4	0.024714036
ENSG00000198301	SDAD1	0.1	0.383372131
ENSG00000198315	ZKSCAN8	0.1	0.085074878
ENSG00000198324	PHETA1	-0.5	8.00E-07
ENSG00000198326	TMEM239	-0.2	5.31E-05
ENSG00000198331	HYLS1	0.3	0.005200316
ENSG00000198336	MYL4	0	0.794758455
ENSG00000198342	ZNF442	-0.2	0.000471059
ENSG00000198353	HOXC4	0.3	4.03E-05
ENSG00000198354	DCAF12L2	-0.1	0.016297287
ENSG00000198356	GET3	0.3	7.36E-07
ENSG00000198363	ASPH	0.5	7.61E-05
ENSG00000198369	SPRED2	0.5	3.90E-05
ENSG00000198373	WWP2	0.1	0.175324802
ENSG00000198380	GFPT1	-0.1	0.358401841
ENSG00000198382	UVRAG	0.5	2.80E-05
ENSG00000198390	KRTAP13-1	-0.5	6.86E-08
ENSG00000198393	ZNF26	0.3	6.36E-05
ENSG00000198398	TMEM207	-0.2	0.000775182
ENSG00000198399	ITSN2	-0.3	0.001789244
ENSG00000198400	NTRK1	-0.4	1.47E-05
ENSG00000198408	OGA	0.5	3.51E-05
ENSG00000198417	MT1F	-1.1	3.19E-06
ENSG00000198420	TCAF1	0.7	4.01E-08
ENSG00000198431	TXNRD1	0.9	1.00E-05
ENSG00000198435	NRARP	-0.2	0.013193654
ENSG00000198440	ZNF583	-0.1	0.066435192
ENSG00000198443	KRTAP4-1	-0.1	0.207078468
ENSG00000198445	CCT8L2	-0.4	3.92E-07
ENSG00000198453	ZNF568	0	0.42554462
ENSG00000198455	ZXDB	0.4	2.31E-05
ENSG00000198464	ZNF480	0.1	0.018158002
ENSG00000198466	ZNF587	0.3	5.36E-05
ENSG00000198467	TPM2	2.1	2.99E-09
ENSG00000198468	FLVCR1-DT	-0.1	0.126646486
ENSG00000198478	SH3BGRL2	-0.2	0.265148571
ENSG00000198483	ANKRD35	0.3	0.00021109
ENSG00000198488	B3GNT6	-0.3	0.000129933
ENSG00000198496	NBR2	0.1	0.030746456
ENSG00000198498	TMA16	0.5	1.83E-06
ENSG00000198513	ATL1	0.8	4.33E-08
ENSG00000198515	CNGA1	-0.1	0.075775129
ENSG00000198517	MAFK	0.5	7.46E-06
ENSG00000198520	ARMH1	-0.2	0.006405336
ENSG00000198521	ZNF43	0	0.753908357
ENSG00000198522	GPN1	0.3	1.03E-06
ENSG00000198523	PLN	1	0.000258292
ENSG00000198535	C2CD4A	0.6	0.003131473
ENSG00000198542	ITGBL1	2.9	5.16E-12
ENSG00000198546	ZNF511	-0.1	0.011244091
ENSG00000198551	ZNF627	0.4	1.49E-06
ENSG00000198554	WDHD1	0.3	3.90E-05
ENSG00000198556	ZNF789	0.6	0.000142335
ENSG00000198563	DDX39B	0	0.351617588
ENSG00000198569	SLC34A3	-0.5	1.73E-08
ENSG00000198570	RD3	-0.2	0.003624994
ENSG00000198574	SH2D1B	-0.3	0.003986541
ENSG00000198576	ARC	-0.3	0.14192749
ENSG00000198585	NUDT16	0.1	0.453360726
ENSG00000198586	TLK1	0.2	0.000262528
ENSG00000198589	LRBA	-0.1	0.348727135
ENSG00000198597	ZNF536	-0.1	0.01779859
ENSG00000198598	MMP17	-0.6	5.30E-07
ENSG00000198604	BAZ1A	1	1.58E-05
ENSG00000198610	AKR1C4	-0.1	0.097685957
ENSG00000198612	COPS8	1.1	4.00E-10
ENSG00000198624	CCDC69	-1.2	2.23E-09
ENSG00000198625	MDM4	0.3	0.004624557
ENSG00000198626	RYR2	-0.5	0.00012301
ENSG00000198642	KLHL9	0.2	0.015966403
ENSG00000198643	FAM3D	-0.2	0.272338268
ENSG00000198646	NCOA6	0.4	1.39E-06
ENSG00000198648	STK39	0.1	0.404469905
ENSG00000198650	TAT	-0.4	3.34E-06
ENSG00000198663	C6orf89	0.1	0.122180816
ENSG00000198668	CALM1	0.4	0.000577668
ENSG00000198670	LPA	-0.3	2.47E-06
ENSG00000198673	TAFA2	-0.1	0.041508296
ENSG00000198677	TTC37	0	0.887078995
ENSG00000198680	TUSC1	0.2	0.000475683
ENSG00000198681	MAGEA1	-0.3	4.98E-06
ENSG00000198682	PAPSS2	0.1	0.258264722
ENSG00000198685	LINC01565	-0.3	1.71E-05
ENSG00000198689	SLC9A6	0.7	6.53E-07
ENSG00000198690	FAN1	-0.3	1.27E-05
ENSG00000198690	FAN1	-0.2	0.004365509
ENSG00000198691	ABCA4	-0.4	7.11E-05
ENSG00000198692	EIF1AY	-0.1	0.1988886
ENSG00000198700	IPO9	0.3	3.59E-07
ENSG00000198707	CEP290	0.4	7.93E-07
ENSG00000198715	GLMP	0.6	1.22E-08
ENSG00000198718	TOGARAM1	0.3	0.000357166
ENSG00000198719	DLL1	-0.1	0.589819212
ENSG00000198720	ANKRD13B	-0.3	6.39E-05
ENSG00000198721	ECI2	-1.2	2.79E-08
ENSG00000198722	UNC13B	-0.1	0.592006771
ENSG00000198723	TEX45	-0.2	7.97E-05
ENSG00000198728	LDB1	-0.2	0.017345112
ENSG00000198729	PPP1R14C	0.5	0.024218898
ENSG00000198730	CTR9	0.3	0.001206874
ENSG00000198732	SMOC1	-0.4	0.001443651
ENSG00000198734	F5	1.9	3.40E-08
ENSG00000198736	MSRB1	-1.2	6.94E-07
ENSG00000198740	ZNF652	0.1	0.212534699
ENSG00000198742	SMURF1	1	8.05E-09
ENSG00000198743	SLC5A3	0.6	3.48E-06
ENSG00000198746	GPATCH3	-0.3	3.20E-06
ENSG00000198752	CDC42BPB	0.6	7.85E-09
ENSG00000198756	COLGALT2	0.2	0.134557274
ENSG00000198758	EPS8L3	0.7	0.026091644
ENSG00000198759	EGFL6	1.1	7.71E-07
ENSG00000198765	SYCP1	-0.3	3.10E-05
ENSG00000198768	APCDD1L	-0.1	0.596536404
ENSG00000198771	RCSD1	1.2	0.000139568
ENSG00000198774	RASSF9	0.2	0.004312309
ENSG00000198780	FAM169A	0.3	0.056005362
ENSG00000198783	ZNF830	0.1	0.015734029
ENSG00000198785	GRIN3A	-0.1	0.013549347
ENSG00000198786	MT-ND5	0	0.466041369
ENSG00000198788	MUC2	-0.5	0.005416374
ENSG00000198791	CNOT7	-0.1	0.026670492
ENSG00000198792	TMEM184B	0.7	2.64E-09
ENSG00000198793	MTOR	0.2	0.000621574
ENSG00000198794	SCAMP5	-0.7	6.26E-08
ENSG00000198795	ZNF521	2.1	8.76E-10
ENSG00000198796	ALPK2	0.9	1.13E-06
ENSG00000198797	BRINP2	-0.4	1.90E-07
ENSG00000198798	MAGEB3	-0.2	4.94E-06
ENSG00000198799	LRIG2	0.7	4.09E-05
ENSG00000198805	PNP	0.9	0.000476583
ENSG00000198807	PAX9	-0.6	1.74E-07
ENSG00000198814	GK	0.3	0.178896105
ENSG00000198815	FOXJ3	0.1	0.029795262
ENSG00000198818	SFT2D1	0.1	0.037233387
ENSG00000198821	CD247	0.3	0.132932163
ENSG00000198822	GRM3	-0.2	0.000404573
ENSG00000198824	CHAMP1	0	0.545167499
ENSG00000198825	INPP5F	1.1	9.21E-11
ENSG00000198826	ARHGAP11A	0.1	0.256815403
ENSG00000198829	SUCNR1	1.3	6.67E-06
ENSG00000198832	SELENOM	0.2	0.024560282
ENSG00000198833	UBE2J1	-0.3	9.05E-07
ENSG00000198835	GJC2	-0.5	3.11E-07
ENSG00000198836	OPA1	0.2	0.000591572
ENSG00000198837	DENND4B	0.5	9.53E-06
ENSG00000198838	RYR3	-0.1	0.033235721
ENSG00000198839	ZNF277	0	0.473019821
ENSG00000198841	KTI12	0.4	5.55E-05
ENSG00000198842	DUSP27	0	0.769920201
ENSG00000198843	SELENOT	0	0.798406163
ENSG00000198844	ARHGEF15	-0.2	0.043550677
ENSG00000198846	TOX	0.5	0.072848558
ENSG00000198851	CD3E	0.1	0.380467392
ENSG00000198853	RUSC2	0	0.797727114
ENSG00000198854	C1orf68	-0.6	5.08E-08
ENSG00000198855	FICD	-0.6	3.63E-07
ENSG00000198856	OSTC	-0.1	0.150438827
ENSG00000198858	R3HDM4	-0.1	0.262417796
ENSG00000198860	TSEN15	0.2	0.000751596
ENSG00000198862	LTN1	0	0.647723386
ENSG00000198863	RUNDC1	0.3	0.000171054
ENSG00000198865	CCDC152	0.3	1.66E-06
ENSG00000198870	STKLD1	-0.4	1.98E-07
ENSG00000198873	GRK5	1	7.92E-05
ENSG00000198876	DCAF12	0.2	0.000193955
ENSG00000198879	SFMBT2	1.2	2.15E-06
ENSG00000198881	ASB12	-0.2	0.001056514
ENSG00000198885	ITPRIPL1	-0.2	5.86E-05
ENSG00000198887	SMC5	0.2	0.005270737
ENSG00000198889	DCAF12L1	-0.2	0.001890323
ENSG00000198890	PRMT6	0.1	0.450471735
ENSG00000198894	CIPC	0.3	0.006846443
ENSG00000198898	CAPZA2	0.3	0.000317753
ENSG00000198900	TOP1	0.3	0.03410381
ENSG00000198909	MAP3K3	0.4	0.000195048
ENSG00000198910	L1CAM	-0.5	6.19E-06
ENSG00000198911	SREBF2	-0.2	0.00581214
ENSG00000198912	C1orf174	0.4	9.34E-06
ENSG00000198914	POU3F3	-0.3	1.38E-06
ENSG00000198915	RASGEF1A	0.5	0.001321295
ENSG00000198919	DZIP3	0.7	1.34E-07
ENSG00000198920	KIAA0753	0.3	3.05E-06
ENSG00000198924	DCLRE1A	0	0.607456883
ENSG00000198929	NOS1AP	-0.3	0.000124921
ENSG00000198931	APRT	0.1	0.049151116
ENSG00000198932	GPRASP1	0.6	1.78E-05
ENSG00000198933	TBKBP1	-0.4	1.44E-06
ENSG00000198934	MAGEE1	-0.4	1.55E-05
ENSG00000198937	CCDC167	-0.1	0.085464197
ENSG00000198939	ZFP2	-0.1	0.276396013
ENSG00000198944	SOWAHA	-0.7	0.003694544
ENSG00000198945	L3MBTL3	1	8.86E-08
ENSG00000198947	DMD	-1.5	2.64E-06
ENSG00000198948	MFAP3L	-0.4	7.20E-08
ENSG00000198951	NAGA	0.8	1.45E-08
ENSG00000198952	SMG5	0.1	0.208923691
ENSG00000198954	KIFBP	0.6	2.87E-07
ENSG00000198959	TGM2	2.2	2.68E-11
ENSG00000198961	PJA2	0.1	0.050309537
ENSG00000198963	RORB	0.2	0.003736272
ENSG00000198964	SGMS1	0.1	0.609117391
ENSG00000199024	MIR103A2	0.3	9.53E-06
ENSG00000199313	RNU4-82P	-0.2	1.47E-05
ENSG00000199488	RNU1-70P	-0.7	0.007242481
ENSG00000199562	RNU6-37P	0.3	0.006926577
ENSG00000200047	RN7SKP115	-0.2	0.000108195
ENSG00000200164	AC009131.1	0.3	0.004533911
ENSG00000200170	AL607035.1	-0.2	0.019831668
ENSG00000200241	AC009309.1	-0.1	0.393438066
ENSG00000200309	AC011603.1	-0.1	0.069074613
ENSG00000200840	RNU6-82P	0.3	0.026115344
ENSG00000200959	SNORA74A	-0.1	0.007280501
ENSG00000201340	AC005921.1	-0.2	0.000242558
ENSG00000201700	SNORD113-3	0.1	0.384620894
ENSG00000202089	RNU6-1306P	-0.3	1.10E-05
ENSG00000203288	TDRKH-AS1	-0.2	4.68E-05
ENSG00000203321	CARNMT1-AS1	-0.2	1.86E-05
ENSG00000203362	POLH-AS1	-0.3	8.42E-05
ENSG00000203392	AC105020.1	-0.4	2.31E-06
ENSG00000203395	AC015969.1	-0.1	0.005546979
ENSG00000203446	AC004988.1	0.2	0.001905835
ENSG00000203485	INF2	0.1	0.089722839
ENSG00000203492	AL645937.1	-0.7	8.86E-07
ENSG00000203497	PDCD4-AS1	-0.5	1.67E-05
ENSG00000203527	Z99756.1	-0.4	4.03E-08
ENSG00000203581	OR1F2P	-0.6	5.06E-07
ENSG00000203601	LINC00970	-0.1	0.001852279
ENSG00000203643	AC012456.1	-0.6	9.44E-08
ENSG00000203663	OR2L2	-0.2	4.00E-05
ENSG00000203666	EFCAB2	-0.3	0.021202526
ENSG00000203667	COX20	-0.2	0.003420882
ENSG00000203668	CHML	1.1	4.51E-08
ENSG00000203684	IBA57-DT	-0.2	0.000306112
ENSG00000203685	STUM	-0.5	3.26E-07
ENSG00000203688	LINC02487	-0.5	3.91E-07
ENSG00000203690	TCP10	-0.2	0.000625594
ENSG00000203697	CAPN8	1.9	6.58E-06
ENSG00000203705	TATDN3	0	0.683327985
ENSG00000203706	SERTAD4-AS1	0.2	0.008639364
ENSG00000203710	CR1	-0.2	0.320952576
ENSG00000203711	C6orf99	-0.4	1.33E-06
ENSG00000203721	LINC00862	-0.2	6.20E-05
ENSG00000203724	C1orf53	0.2	0.029477195
ENSG00000203727	SAMD5	0.9	4.11E-06
ENSG00000203730	TEDDM1	-0.2	0.001637694
ENSG00000203737	GPR52	-0.4	3.21E-06
ENSG00000203739	AL645568.1	0	0.974831775
ENSG00000203760	CENPW	1.3	6.33E-08
ENSG00000203772	SPRN	-0.4	4.29E-07
ENSG00000203778	FAM229B	0.5	4.59E-07
ENSG00000203780	FANK1	0.5	1.98E-05
ENSG00000203782	LOR	-0.4	6.35E-06
ENSG00000203783	PRR9	-0.3	8.28E-06
ENSG00000203784	LELP1	-0.3	2.83E-06
ENSG00000203791	EEF1AKMT2	0.1	0.144002993
ENSG00000203795	FAM24A	-0.1	0.048086831
ENSG00000203797	DDO	-0.5	2.01E-08
ENSG00000203799	CCDC162P	-0.1	0.000382212
ENSG00000203805	PLPP4	2.2	1.10E-09
ENSG00000203808	BVES-AS1	-0.2	2.33E-05
ENSG00000203837	PNLIPRP3	-0.2	0.002571565
ENSG00000203857	HSD3B1	-0.3	2.30E-05
ENSG00000203858	HSD3BP2	-0.1	0.000306248
ENSG00000203859	HSD3B2	-0.3	4.26E-06
ENSG00000203865	ATP1A1-AS1	-0.5	4.04E-08
ENSG00000203867	RBM20	-1.4	3.35E-06
ENSG00000203872	C6orf163	-0.3	1.09E-05
ENSG00000203876	ADD3-AS1	-0.3	3.55E-07
ENSG00000203877	RIPPLY2	-0.2	0.006024651
ENSG00000203878	CHIAP2	-0.1	0.00140133
ENSG00000203879	GDI1	0.6	3.65E-11
ENSG00000203880	PCMTD2	0.5	1.17E-05
ENSG00000203883	SOX18	-0.2	0.008951757
ENSG00000203897	SPATA42	-0.2	0.001289461
ENSG00000203907	OOEP	-0.4	2.44E-06
ENSG00000203908	KHDC3L	-0.4	1.11E-05
ENSG00000203909	DPPA5	-0.3	7.35E-06
ENSG00000203930	LINC00632	0	0.78567564
ENSG00000203942	C10orf62	-0.6	9.48E-08
ENSG00000203950	RTL8A	0.5	3.77E-09
ENSG00000203952	CCDC160	-0.1	0.004450878
ENSG00000203965	EFCAB7	0.6	7.20E-07
ENSG00000203993	ARRDC1-AS1	-0.3	2.81E-06
ENSG00000203995	ZYG11A	-0.2	0.000209049
ENSG00000203999	LINC01270	-0.1	0.006826136
ENSG00000204001	LCN8	-0.3	1.77E-05
ENSG00000204019	CT83	0.3	0.068653068
ENSG00000204022	LIPJ	-0.2	8.31E-05
ENSG00000204025	TRPC5OS	-0.2	0.000428694
ENSG00000204052	LRRC73	-0.2	0.009155373
ENSG00000204054	LINC00963	0	0.537069874
ENSG00000204060	FOXO6	-0.1	0.048120105
ENSG00000204070	SYS1	0	0.549181641
ENSG00000204084	INPP5B	0.2	0.005270737
ENSG00000204086	RPA4	0.2	0.001641918
ENSG00000204091	TDRG1	-0.5	6.42E-07
ENSG00000204099	NEU4	-0.5	8.33E-08
ENSG00000204103	MAFB	1.3	1.34E-07
ENSG00000204104	TRAF3IP1	0.5	1.46E-06
ENSG00000204116	CHIC1	0.6	9.65E-07
ENSG00000204120	GIGYF2	-0.1	0.003478145
ENSG00000204128	C2orf72	-0.3	0.002669823
ENSG00000204130	RUFY2	0	0.338295379
ENSG00000204131	NHSL2	1.1	5.19E-08
ENSG00000204136	GGTA1P	0.5	0.013583151
ENSG00000204138	PHACTR4	0	0.684809736
ENSG00000204148	LINC00474	-0.2	0.000869649
ENSG00000204152	TIMM23B	-0.2	0.010984751
ENSG00000204160	ZDHHC18	0	0.873041474
ENSG00000204161	TMEM273	0.7	1.46E-05
ENSG00000204173	LRRC37A5P	-0.2	0.0005822
ENSG00000204175	GPRIN2	-0.2	0.002856324
ENSG00000204177	BMS1P1	-0.3	0.000358529
ENSG00000204178	MACO1	0	0.462903105
ENSG00000204179	PTPN20	-0.2	0.091177105
ENSG00000204186	ZDBF2	-0.3	0.001251495
ENSG00000204193	TXNDC8	-0.2	6.36E-05
ENSG00000204195	AWAT1	-0.4	1.70E-07
ENSG00000204209	DAXX	0.2	0.002462422
ENSG00000204217	BMPR2	1.2	4.00E-10
ENSG00000204219	TCEA3	-1.2	0.000113089
ENSG00000204227	RING1	0.1	0.000545906
ENSG00000204228	HSD17B8	-0.8	2.39E-07
ENSG00000204231	RXRB	0.1	0.002037635
ENSG00000204237	OXLD1	0.2	0.015532577
ENSG00000204241	LINC02731	-0.5	8.48E-07
ENSG00000204248	COL11A2	-0.4	3.90E-06
ENSG00000204250	LINC00587	-0.2	5.03E-06
ENSG00000204252	HLA-DOA	1.1	1.67E-05
ENSG00000204256	BRD2	0.5	4.88E-09
ENSG00000204257	HLA-DMA	1.4	2.59E-06
ENSG00000204261	PSMB8-AS1	1.3	2.95E-05
ENSG00000204262	COL5A2	3.4	2.15E-12
ENSG00000204264	PSMB8	1.3	5.75E-06
ENSG00000204267	TAP2	1.2	8.49E-06
ENSG00000204271	SPIN3	0	0.866122982
ENSG00000204272	NBDY	0.6	7.12E-10
ENSG00000204278	TMEM235	-0.1	0.053218365
ENSG00000204287	HLA-DRA	1.6	4.24E-06
ENSG00000204290	BTNL2	-0.4	3.52E-07
ENSG00000204291	COL15A1	1.3	5.16E-08
ENSG00000204296	TSBP1	-0.1	0.019875446
ENSG00000204300	TMEM225	-0.4	2.13E-07
ENSG00000204301	NOTCH4	0.2	0.071055531
ENSG00000204304	PBX2	-0.3	2.02E-05
ENSG00000204305	AGER	-0.5	2.14E-07
ENSG00000204310	AGPAT1	0.3	1.33E-05
ENSG00000204311	PJVK	0.5	2.84E-09
ENSG00000204314	PRRT1	-0.2	0.008084219
ENSG00000204315	FKBPL	-0.1	0.173139677
ENSG00000204323	SMIM5	-0.2	0.170343258
ENSG00000204335	SP5	0	0.431206754
ENSG00000204344	STK19	-0.3	1.06E-06
ENSG00000204347	BTBD17	-0.5	1.57E-06
ENSG00000204348	DXO	-0.2	6.20E-05
ENSG00000204351	SKIV2L	0.1	0.057582811
ENSG00000204356	NELFE	0.2	1.65E-05
ENSG00000204366	ZBTB12	-0.3	9.81E-06
ENSG00000204370	SDHD	-0.1	0.139208111
ENSG00000204371	EHMT2	0.5	2.12E-08
ENSG00000204380	PKP4-AS1	-0.2	0.000199332
ENSG00000204381	LAYN	1.4	1.76E-10
ENSG00000204385	SLC44A4	1.8	1.02E-05
ENSG00000204386	NEU1	0	0.942457493
ENSG00000204388	HSPA1B	0.5	0.093981908
ENSG00000204389	HSPA1A	0.4	0.045948535
ENSG00000204390	HSPA1L	-0.2	0.01116867
ENSG00000204392	LSM2	0.4	9.71E-06
ENSG00000204394	VARS1	-0.4	3.99E-06
ENSG00000204396	VWA7	-0.5	5.79E-08
ENSG00000204397	CARD16	1	7.94E-05
ENSG00000204398	AL359649.1	-0.5	3.46E-07
ENSG00000204403	CASP12	-0.1	0.051834241
ENSG00000204406	MBD5	0.2	0.0281485
ENSG00000204420	MPIG6B	-0.5	4.15E-08
ENSG00000204421	LY6G6C	-0.2	0.000163457
ENSG00000204427	ABHD16A	-0.5	2.44E-06
ENSG00000204428	LY6G5C	-0.4	0.000300098
ENSG00000204434	POTEKP	0.6	1.28E-05
ENSG00000204438	GPANK1	0	0.779937026
ENSG00000204439	C6orf47	-0.2	0.000647923
ENSG00000204442	FAM155A	0.5	2.44E-06
ENSG00000204444	APOM	-0.6	1.17E-07
ENSG00000204460	LINC01854	-0.2	1.31E-05
ENSG00000204463	BAG6	0.3	2.79E-05
ENSG00000204469	PRRC2A	0	0.271620975
ENSG00000204472	AIF1	0.9	2.00E-05
ENSG00000204475	NCR3	-0.5	2.72E-07
ENSG00000204482	LST1	0.5	0.000228891
ENSG00000204498	NFKBIL1	-0.3	5.53E-05
ENSG00000204514	ZNF814	0	0.965817444
ENSG00000204516	MICB	1	4.88E-06
ENSG00000204519	ZNF551	0.6	2.87E-05
ENSG00000204520	MICA	0.6	1.83E-07
ENSG00000204528	PSORS1C3	-0.1	0.32104897
ENSG00000204536	CCHCR1	-0.2	0.000654079
ENSG00000204538	PSORS1C2	-0.5	6.39E-07
ENSG00000204539	CDSN	-0.4	0.000772989
ENSG00000204540	PSORS1C1	0	0.62678907
ENSG00000204542	C6orf15	-0.3	0.031563537
ENSG00000204547	DEFB122	-0.1	0.018890485
ENSG00000204548	DEFB121	-0.5	1.07E-06
ENSG00000204560	DHX16	0.4	1.04E-06
ENSG00000204564	C6orf136	-0.1	0.402037082
ENSG00000204568	MRPS18B	0	0.89347202
ENSG00000204569	PPP1R10	0.1	0.337674033
ENSG00000204574	ABCF1	0	0.433449877
ENSG00000204576	PRR3	0	0.850257205
ENSG00000204577	LILRB3	-0.3	0.000105073
ENSG00000204580	DDR1	0.6	2.01E-05
ENSG00000204584	AC027801.1	-0.1	0.132955798
ENSG00000204590	GNL1	-0.3	5.46E-05
ENSG00000204592	HLA-E	0.9	4.64E-06
ENSG00000204599	TRIM39	-0.1	0.064699968
ENSG00000204603	LINC01257	-0.1	0.000843908
ENSG00000204604	ZNF468	0.4	4.65E-05
ENSG00000204610	TRIM15	0.1	0.611246911
ENSG00000204611	ZNF616	0	0.651987426
ENSG00000204613	TRIM10	-0.3	0.000112379
ENSG00000204614	TRIM40	-0.4	1.77E-05
ENSG00000204616	TRIM31	0.6	0.025566869
ENSG00000204618	RNF39	0.4	0.002745663
ENSG00000204619	PPP1R11	0.1	0.366939396
ENSG00000204622	HLA-J	0.8	1.62E-05
ENSG00000204623	ZNRD1ASP	0.4	0.000165383
ENSG00000204624	DISP3	-0.4	2.95E-06
ENSG00000204625	HCG9	-0.4	7.51E-07
ENSG00000204628	RACK1	0	0.961702312
ENSG00000204632	HLA-G	0.8	4.75E-06
ENSG00000204634	TBC1D8	-0.1	0.182671642
ENSG00000204642	HLA-F	1.2	3.56E-06
ENSG00000204644	ZFP57	-0.3	0.000459865
ENSG00000204650	LINC02210	-0.6	7.38E-08
ENSG00000204653	ASPDH	-0.5	1.53E-07
ENSG00000204655	MOG	-0.2	0.003963322
ENSG00000204657	OR2H2	-0.6	1.32E-06
ENSG00000204663	CST13P	-0.2	0.000180426
ENSG00000204666	AC010624.1	-0.2	0.000425988
ENSG00000204669	C9orf57	0	0.306735951
ENSG00000204673	AKT1S1	0.1	0.146039731
ENSG00000204677	FAM153CP	0	0.697019064
ENSG00000204681	GABBR1	0.4	2.28E-07
ENSG00000204682	MIR1915HG	-0.2	1.56E-05
ENSG00000204684	AL133464.1	-0.5	7.42E-08
ENSG00000204685	STARD7-AS1	-0.2	0.000731024
ENSG00000204687	MAS1L	-0.3	3.40E-07
ENSG00000204688	OR2H1	-0.4	5.02E-07
ENSG00000204694	OR11A1	-0.2	0.000122208
ENSG00000204695	OR14J1	-0.4	1.28E-06
ENSG00000204700	OR2J2	-0.2	2.00E-05
ENSG00000204701	OR2J3	-0.4	4.72E-07
ENSG00000204703	OR2B3	-0.3	9.31E-06
ENSG00000204704	OR2W1	-0.2	0.000202915
ENSG00000204706	MAMDC2-AS1	-0.4	2.33E-06
ENSG00000204711	C9orf135	-0.1	0.048286682
ENSG00000204713	TRIM27	0.1	0.005345312
ENSG00000204740	MALRD1	-0.6	0.028346742
ENSG00000204758	AC008429.1	-0.2	0.000108983
ENSG00000204764	RANBP17	-0.2	0.128134584
ENSG00000204767	INSYN2B	0	0.510554042
ENSG00000204787	REG1CP	-0.2	0.657667549
ENSG00000204789	ZNF204P	-0.1	0.593929855
ENSG00000204815	TTC25	-0.1	0.356202147
ENSG00000204832	ST8SIA6-AS1	-0.3	4.13E-06
ENSG00000204839	MROH6	0.1	0.094202937
ENSG00000204842	ATXN2	0.2	0.000313763
ENSG00000204843	DCTN1	0.1	0.038136715
ENSG00000204851	PNMA8B	-0.3	1.83E-05
ENSG00000204852	TCTN1	0.2	0.016975741
ENSG00000204856	FAM216A	0.7	5.07E-06
ENSG00000204859	ZBTB48	0	0.443927176
ENSG00000204860	FAM201A	0	0.25377358
ENSG00000204866	IGFL2	0.8	2.98E-06
ENSG00000204872	NAT8B	-0.8	0.000340162
ENSG00000204873	KRTAP9-3	-0.1	0.000908867
ENSG00000204880	KRTAP4-8	-0.4	9.20E-07
ENSG00000204882	GPR20	-0.2	0.003061371
ENSG00000204889	KRT40	-0.2	4.38E-05
ENSG00000204897	KRT25	-0.2	9.48E-05
ENSG00000204899	MZT1	0.6	3.50E-07
ENSG00000204904	LINC01545	-0.6	2.00E-07
